day,date,crude,natgas,sugar_us,platinum,silver,gold,DJIA,NASDAQ,S&P500
Fr,4/28/2023,78.89,2.747,0.2665,1091,25.014,1997.39,33886.47,12123.47,4137.64
Th,4/27/2023,77.52,2.451,0.2591,1092.28,25.16,1989.14,34029.69,12166.27,4146.22
We,4/26/2023,80.41,2.314,0.2483,1089.84,25.0846,1983.06,33646.5,11929.34,4091.95
Tu,4/25/2023,82.07,2.174,0.2525,1127.2,25.2902,2004.8,33684.79,12031.88,4108.94
Mo,4/24/2023,81.62,2.073,0.2437,1096.76,25.2915,1994.93,33586.52,12084.36,4109.11
Fr,4/21/2023,81.07,2.389,0.2454,1092.61,25.1925,2005.45,33485.29,12087.96,4105.02
Th,4/20/2023,82.14,2.471,0.2444,1083.04,25.033,1995.19,33482.72,11996.86,4090.38
We,4/19/2023,83.8,2.567,0.241,1052.05,25.348,2004.17,33402.38,12126.33,4100.6
Tu,4/18/2023,85.26,2.405,0.2404,1048.7,25.828,2040.22,33601.15,12189.45,4124.51
Mo,4/17/2023,86.47,2.396,0.2405,1052.26,25.5013,2014.93,33274.15,12221.91,4109.31
Fr,4/14/2023,87.06,2.584,0.2437,1020.41,25.0615,2003.62,32859.03,12013.47,4050.83
Th,4/13/2023,88.5,2.457,0.2356,998.27,24.873,1991.48,32717.6,11926.24,4027.81
We,4/12/2023,86.64,2.456,0.2301,997.32,24.9781,2007.91,32394.25,11716.08,3971.27
Tu,4/11/2023,85.52,2.468,0.2361,1011.8,24.9798,2020.73,32432.08,11768.84,3977.53
Mo,4/10/2023,86.16,2.684,0.2295,1011.9,24.9415,2020.42,32237.53,11823.96,3970.99
Fr,4/7/2023,85.25,2.677,0.2247,1003.3,25.0056,1984.65,32105.25,11787.4,3948.72
Th,4/6/2023,85.11,2.944,0.224,1021.58,23.9845,1969.28,32030.11,11669.96,3936.97
We,4/5/2023,84.66,3.067,0.2225,992.16,24.099,1980.37,32560.6,11860.11,4002.87
Tu,4/4/2023,85.15,3.258,0.2196,995.21,23.903,1964.7,32244.58,11675.54,3951.57
Mo,4/3/2023,83.39,3.447,0.2125,990.87,23.335,1973.54,31861.98,11630.51,3916.64
Fr,3/31/2023,76.84,3.174,0.2131,971.09,23.334,1956.67,32246.55,11717.28,3960.28
Th,3/30/2023,76.43,3.275,0.2093,967.78,23.081,1978.21,31874.57,11434.05,3891.93
We,3/29/2023,76.61,3.311,0.2082,978.04,23.2275,1993.4,32155.4,11428.15,3919.29
Tu,3/28/2023,76.35,3.586,0.2089,984.3,23.1045,1970.11,31819.14,11188.84,3855.76
Mo,3/27/2023,73.61,3.419,0.2114,989.55,22.9896,1940.07,31909.64,11138.89,3861.59
Fr,3/24/2023,73.88,3.695,0.208,986.74,22.388,1978.84,32254.86,11338.35,3918.32
Th,3/23/2023,74.9,3.671,0.2048,974.78,22.5445,1989.25,32798.4,11576,3992.01
We,3/22/2023,74,3.639,0.2067,992.86,22.602,1919.52,32856.46,11530.33,3986.37
Tu,3/21/2023,73.16,3.91,0.2076,978.94,21.6968,1918.58,33431.44,11675.74,4048.42
Mo,3/20/2023,70.54,3.71,0.205,976.53,21.7755,1904.01,33390.97,11689.01,4045.64
Fr,3/17/2023,73.98,3.72,0.2068,964.77,21.697,1913.7,33003.57,11462.98,3981.35
Th,3/16/2023,73.14,4.172,0.208,987.11,21.8026,1868.26,32661.84,11379.48,3951.39
We,3/15/2023,76.72,3.988,0.2116,1002.48,20.5395,1831.03,32656.7,11455.54,3970.15
Tu,3/14/2023,78.17,4.475,0.2115,964.88,20.073,1813.8,32889.09,11466.98,3982.24
Mo,3/13/2023,80,4.559,0.2088,948.48,20.0257,1813.45,32816.92,11394.94,3970.04
Fr,3/10/2023,79.6,4.709,0.2102,940.22,20.076,1846.86,33153.91,11590.4,4012.32
Th,3/9/2023,80.74,5.282,0.2087,935.13,21.052,1856.48,33045.09,11507.07,3991.05
We,3/8/2023,81.17,5.079,0.2092,979.3,21.2613,1835.87,33129.59,11492.3,3997.34
Tu,3/7/2023,83.76,4.999,0.2031,982.66,20.8975,1836.72,33826.69,11787.27,4079.09
Mo,3/6/2023,82.84,5.332,0.2057,964.67,20.993,1826.92,33696.85,11855.83,4090.41
Fr,3/3/2023,83.08,5.326,0.2208,959.38,20.9114,1817.14,34128.05,12070.59,4147.6
Th,3/2/2023,82.76,5.851,0.2209,956.03,20.63,1811.04,34089.27,11960.15,4136.13
We,3/1/2023,80.57,6.6,0.2128,942.71,20.764,1822.28,34245.93,11891.79,4137.29
Tu,2/28/2023,81.3,6.97,0.2158,913.03,21.3085,1825.39,33869.27,11718.12,4090.46
Mo,2/27/2023,82.06,6.43,0.2129,951.18,21.5099,1835.09,33699.88,11789.58,4081.5
Fr,2/24/2023,81.6,6.935,0.2133,953.59,21.8335,1841.38,33949.01,11910.52,4117.86
Th,2/23/2023,79.05,6.587,0.214133333,946.88,21.8171,1842.36,34156.69,12113.79,4164
We,2/22/2023,80.39,6.245,0.2141,929.08,21.7302,1836.36,33891.02,11887.45,4111.08
Tu,2/21/2023,80.99,5.962,0.2145,921.21,21.5785,1836.01,33926.01,12006.96,4136.48
Mo,2/20/2023,81.51,5.723,0.2138,922.36,21.6264,1854.31,34053.94,12200.82,4179.76
Fr,2/17/2023,81.08,5.469,0.2157,917.38,21.8525,1853.49,34092.96,11816.32,4119.21
Th,2/16/2023,82.84,5.577,0.212,935.09,21.9925,1865.57,34086.04,11584.55,4076.6
We,2/15/2023,82.1,6.281,0.2158,958.15,22.0037,1861.78,33717.09,11393.81,4017.77
Tu,2/14/2023,83.87,6.738,0.2145,949.55,21.9774,1875.49,33978.08,11621.71,4070.56
Mo,2/13/2023,82.76,6.93,0.212,958.55,22.319,1873.1,33949.41,11512.41,4060.43
Fr,2/10/2023,83.95,7.235,0.2084,974.39,22.1715,1867.48,33743.84,11313.36,4016.22
Th,2/9/2023,81.89,6.712,0.2066,978.2,22.27,1864.97,33733.96,11334.27,4016.95
We,2/8/2023,81.63,7.024,0.2124,975.01,22.353,1912.72,33629.56,11364.41,4019.81
Tu,2/7/2023,79.17,7.308,0.2166,976.78,23.4665,1950.52,33375.49,11140.43,3972.61
Mo,2/6/2023,76.79,6.779,0.2137,1025.09,23.9835,1928.36,33044.56,10852.27,3898.85
Fr,2/3/2023,79.35,6.776,0.2176,1008.28,23.7305,1923.17,33296.96,10957.01,3928.86
Th,2/2/2023,79.37,6.303,0.2121,1014.49,23.6005,1928.04,33910.85,11095.11,3990.97
We,2/1/2023,82.55,6.369,0.2096,1013.68,23.604,1929.21,34302.61,11079.16,3999.09
Tu,1/31/2023,79.32,6.2,0.2068,1015.74,23.9125,1946.11,34189.97,11001.1,3983.17
Mo,1/30/2023,82.46,6.034,0.2011,1021.69,23.913,1937.36,33973.01,10931.67,3969.61
Fr,1/27/2023,84.66,5.933,0.1988,1042.25,23.676,1931.04,33704.1,10742.63,3919.25
Th,1/26/2023,83.02,5.879,0.197,1060.55,23.458,1926.08,33517.65,10635.65,3892.09
We,1/25/2023,83.31,6.239,0.1972,1051.09,23.933,1932.24,33630.61,10569.29,3895.08
Tu,1/24/2023,84.68,5.865,0.1968,1045.88,23.8479,1904.11,32930.08,10305.24,3808.1
Mo,1/23/2023,84.48,6.138,0.1982,1036.29,23.4645,1908.69,33269.77,10458.76,3852.97
Fr,1/20/2023,83.68,6.944,0.2014,1041.81,23.9286,1916.02,33136.37,10386.98,3824.14
Th,1/19/2023,80.66,6.4,0.196566667,1043.51,24.2545,1920.23,33147.25,10466.48,3839.5
We,1/18/2023,83.34,5.975,0.1973,1066.37,24.2643,1897.09,33220.8,10478.09,3849.28
Tu,1/17/2023,81.41,6.268,0.1959,1069.21,23.7777,1875.69,32875.71,10213.29,3783.22
Mo,1/16/2023,80.84,5.714,0.1965,1070.99,23.4157,1877.03,33241.56,10353.23,3829.25
Fr,1/13/2023,79.93,6.355,0.1964,1072.84,23.6032,1871.81,33203.93,10497.86,3844.82
Th,1/12/2023,78.17,5.684,0.1917,1082.74,23.6506,1865.69,33027.49,10476.12,3822.39
We,1/11/2023,75.9,5.186,0.1896,1081.23,23.8305,1832.89,33376.48,10709.37,3878.44
Tu,1/10/2023,75.12,5.606,0.1934,1094.33,23.2438,1854.56,32849.74,10547.11,3821.62
Mo,1/9/2023,75.62,5.613,0.1954,1062.32,23.7597,1839.48,32757.54,10546.03,3817.66
Fr,1/6/2023,73.42,5.199,0.197,1081.88,24.0072,1824.02,32920.46,10705.41,3852.36
Th,1/5/2023,73.99,4.959,0.2004,1087.23,23.9545,1814.91,33202.22,10810.53,3895.75
We,1/4/2023,75.31,5.358,0.2029,1074.29,23.8954,1804.35,33966.35,11170.89,3995.32
Tu,1/3/2023,80.32,5.462,0.2016,1057.61,23.538,1813.69,34108.64,11256.81,4019.65
Mo,1/2/2023,81.08,5.745,0.2032,1011.26,24.0378,1798.2,34005.04,11143.74,3990.56
Fr,12/30/2022,78.66,5.999,0.2098,1023.81,23.7332,1792.52,33476.46,11004.62,3934.38
Th,12/29/2022,78.06,6.453,0.2089,1027.01,23.5681,1814.39,33781.48,11082,3963.51
We,12/28/2022,79.06,6.741,0.2075,983.04,23.9655,1817.94,33597.92,10958.55,3933.92
Tu,12/27/2022,79.67,6.435,0.2058,1001.97,24.1641,1787.62,33596.34,11014.89,3941.26
Mo,12/26/2022,79.34,6.596,0.2014,1012.13,22.9878,1793.08,33947.1,11239.94,3998.84
Fr,12/23/2022,77.86,6.748,0.2009,984.36,23.224,1776.85,34429.88,11461.5,4071.7
Th,12/22/2022,78.28,6.972,0.1998,994.53,23.0855,1807.32,34395.01,11482.45,4076.57
We,12/21/2022,75.97,6.837,0.2029,1009.05,23.9465,1810.8,34589.77,11468,4080.11
Tu,12/20/2022,75.57,6.47,0.1976,1032.17,23.7355,1781.44,33852.53,10983.78,3957.63
Mo,12/19/2022,75.95,6.766,0.1938,1035.27,23.3098,1797.32,33849.46,11049.5,3963.94
Fr,12/16/2022,75.71,6.874,0.196,1004.16,23.4735,1789.14,34347.03,11226.36,4026.12
Th,12/15/2022,78.04,6.868,0.1968,1027.58,23.065,1786.27,34194.06,11285.32,4027.26
We,12/14/2022,76.06,6.651,0.1948,1008.02,22.7219,1771.04,34098.1,11174.41,4003.58
Tu,12/13/2022,74.58,6.903,0.1939,1006.7,22.1916,1768.68,33700.28,11024.51,3949.94
Mo,12/12/2022,70.39,6.828,0.1955,991.43,22.2527,1797.63,33745.69,11146.06,3965.34
Fr,12/9/2022,70.51,7.089,0.1948,1002.46,23.1403,1803.1,33546.32,11144.96,3946.56
Th,12/8/2022,71.48,7.779,0.1962,1019.11,22.7562,1768.52,33553.83,11183.66,3958.79
We,12/7/2022,72.85,7.717,0.1963,1044.9,22.1943,1749.85,33592.92,11358.41,3991.73
Tu,12/6/2022,77.12,7.752,0.1953,1037.22,21.2578,1741.36,33536.7,11196.22,3957.25
Mo,12/5/2022,79.94,7.764,0.1938,1005.17,20.9354,1754.93,33747.86,11323.33,3992.93
Fr,12/2/2022,79.78,8.324,0.1933,992.82,21.7453,1755.24,33715.37,11114.15,3956.37
Th,12/1/2022,84.36,9.114,0.197166667,983.56,21.527,1749.68,32513.94,10353.17,3748.57
We,11/30/2022,80.21,8.284,0.1955,991.4,21.538,1740.25,33160.83,10616.2,3828.11
Tu,11/29/2022,80.04,8.249,0.1974,1000.67,21.085,1738.05,32827,10564.52,3806.8
Mo,11/28/2022,74.53,7.996,0.1986,995.24,20.8505,1750.68,32403.22,10475.25,3770.55
Fr,11/25/2022,78.41,7.915,0.2005,984.93,20.9415,1760.44,32001.25,10342.94,3719.89
Th,11/24/2022,76.21,7.842,0.1973,981.87,20.956,1773.87,32147.76,10524.8,3759.69
We,11/23/2022,80.78,8.145,0.2027,985.25,21.4716,1778.94,32653.2,10890.85,3856.1
Tu,11/22/2022,80.52,8.786,0.2029,1009.24,21.5678,1771.4,32732.95,10988.15,3871.98
Mo,11/21/2022,80.22,9.262,0.1983,1018.4,21.983,1771.24,32861.8,11102.45,3901.06
Fr,11/18/2022,85.1,9.127,0.1964,1022.48,21.7043,1755.45,32033.28,10792.67,3807.3
Th,11/17/2022,86.22,9.042,0.1941,1033.07,21.6805,1706.74,31839.11,10970.99,3830.6
We,11/16/2022,88.21,9.353,0.1938,1036.21,21.053,1712.42,31836.74,11199.12,3859.11
Tu,11/15/2022,87.36,9.296,0.19,989.85,21.3535,1675.63,31499.62,10952.61,3797.34
Mo,11/14/2022,91.3,9.375,0.1868,1002.13,20.799,1681.87,31082.56,10859.72,3752.75
Fr,11/11/2022,91.55,9.33,0.1871,985.54,20.8585,1629.49,30333.59,10614.84,3665.78
Th,11/10/2022,88.12,9.193,0.1847,964.16,19.4715,1635.24,30423.81,10680.51,3695.16
We,11/9/2022,91.34,9.68,0.1847,922.79,19.229,1647.98,30523.8,10772.4,3719.98
Tu,11/8/2022,93.38,9.336,0.1843,937.66,19.6278,1633.56,30185.82,10675.8,3677.95
Mo,11/7/2022,94.84,9.188,0.1797,948.4,19.1645,1644.86,29634.83,10321.39,3583.07
Fr,11/4/2022,95.13,9.244,0.1758,930.64,19.2595,1663.31,30038.72,10649.15,3669.91
Th,11/3/2022,91.34,9.329,0.1771,947.97,19.6014,1664.57,29210.85,10417.1,3577.03
We,11/2/2022,92.15,8.728,0.1786,961.99,19.5815,1653.17,29239.19,10426.19,3588.84
Tu,11/1/2022,91.28,8.768,0.1811,955.51,19.3473,1649.78,29202.88,10542.1,3612.39
Mo,10/31/2022,90.04,8.874,0.1813,919.13,19.2319,1657.69,29296.79,10652.4,3639.66
Fr,10/28/2022,91.03,8.202,0.1838,928.08,19.421,1628.02,29926.94,11073.31,3744.52
Th,10/27/2022,91,7.833,0.1839,934.83,18.6709,1629.44,30273.87,11148.64,3783.28
We,10/26/2022,88.43,7.589,0.1865,916.25,18.4638,1652.22,30316.32,11176.41,3790.93
Tu,10/25/2022,87.72,8.064,0.1867,887.34,18.735,1650.09,29490.89,10815.43,3678.43
Fr,10/21/2022,88.08,8.122,0.1877,912,18.6539,1644.47,28725.51,10575.62,3585.62
Th,10/20/2022,87.71,8.266,0.1884,917.25,18.277,1666.37,29225.61,10737.51,3640.47
We,10/19/2022,85.9,7.706,0.1881,903.06,18.8945,1673.19,29683.74,11051.64,3719.04
Tu,10/18/2022,87.58,8.283,0.1868,903.25,19.0225,1666.34,29134.99,10829.5,3647.29
Mo,10/17/2022,89.14,8.229,0.1874,887.63,19.151,1668.61,29260.81,10802.92,3655.04
Fr,10/14/2022,91.54,8.134,0.1861,891.92,19.6073,1694.82,29590.41,10867.93,3693.23
Th,10/13/2022,91.03,8.687,0.1868,902,20.131,1712.53,30076.68,11066.8,3757.99
We,10/12/2022,94.08,8.993,0.1846,916.82,20.6372,1716.26,30183.78,11220.19,3789.93
Tu,10/11/2022,93.73,8.727,0.1795,924.76,20.6461,1726.13,30706.23,11425.05,3855.93
Mo,10/10/2022,96.65,8.299,0.1791,919.92,21.059,1699.89,31019.68,11535.02,3899.89
Fr,10/7/2022,95.17,7.932,0.1742,934.75,20.703,1660.61,30822.42,11448.4,3873.33
Th,10/6/2022,93.88,8.007,0.1842,903.29,19.0283,1660.54,30961.82,11552.36,3901.35
We,10/5/2022,91.95,7.264,0.1844,864.03,18.82,1659.97,31135.09,11719.68,3946.01
Tu,10/4/2022,89.12,7.479,0.1829,867.32,18.8997,1628.9,31104.97,11633.57,3932.69
Mo,10/3/2022,88.07,7.016,0.1819,866.45,18.3827,1622.36,32381.34,12266.41,4110.41
Fr,9/30/2022,90.1,6.689,0.1835,850.88,18.3505,1643.94,32151.71,12112.31,4067.36
Th,9/29/2022,88.8,6.163,0.1828,851.84,18.87,1671.22,31774.52,11862.13,4006.18
We,9/28/2022,85.35,6.426,0.1849,859.64,19.635,1673.89,31581.28,11791.9,3979.87
Tu,9/27/2022,84.58,6.297,0.1822,903.51,19.5684,1664.89,31145.3,11544.91,3908.19
Mo,9/26/2022,85.25,5.51,0.1819,910.89,19.2737,1675.84,31318.44,11630.86,3924.26
Fr,9/23/2022,88.66,5.523,0.1769,924.42,19.5625,1675.06,31656.42,11785.13,3966.85
Th,9/22/2022,90.59,5.73,0.1788,922.41,19.5895,1665.11,31510.43,11816.2,3955
We,9/21/2022,91.69,5.424,0.1818,909.66,19.1725,1697.32,31790.87,11883.14,3986.16
Tu,9/20/2022,91.8,6.498,0.1827,907.95,19.6275,1702.17,32098.99,12017.67,4030.61
Mo,9/19/2022,89.37,6.551,0.1838,910.06,19.3335,1724.54,32283.4,12141.71,4057.66
Fr,9/16/2022,90.68,6.501,0.1835,884.32,19.7975,1716.83,33291.78,12639.27,4199.12
Th,9/15/2022,93.35,6.22,0.1822,909.67,18.8586,1708.46,32969.23,12431.53,4140.77
We,9/14/2022,92.27,6.858,0.1793,884.19,18.5359,1718.37,32909.59,12381.3,4128.73
Tu,9/13/2022,94.46,6.808,0.1805,882.5,18.4645,1702.14,33063.61,12381.57,4137.99
Mo,9/12/2022,93.49,7.464,0.1798,872.15,18.0187,1710.4,33706.74,12705.21,4228.48
Fr,9/9/2022,90.51,7.42,0.1801,856.17,18.1565,1712.19,33999.04,12965.34,4283.74
Th,9/8/2022,86.84,7.189,0.1815,850.05,18.0415,1697.52,33980.32,12938.12,4274.04
We,9/7/2022,91.95,8.609,0.1799,839.05,17.809,1711.04,34152.01,13102.55,4305.2
Tu,9/6/2022,93.78,8.85,0.1789,830.75,17.992,1724.02,33912.44,13128.05,4297.14
Mo,9/5/2022,95.67,8.963,0.181,848.94,18.425,1737.09,33761.05,13047.19,4280.15
Fr,9/2/2022,92.56,8.699,0.1844,851.4,18.7625,1738.14,33336.67,12779.91,4207.27
Th,9/1/2022,92.14,9.293,0.1847,867.23,18.8966,1758.71,33309.51,12854.8,4210.24
We,8/31/2022,95.55,9.322,0.179,866.96,19.2485,1751.19,32774.41,12493.93,4122.47
Tu,8/30/2022,100.6,8.523,0.1804,887.26,19.1125,1748.15,32832.54,12644.46,4140.06
Mo,8/29/2022,99.85,8.485,0.1789,880.14,19.1169,1736.3,32803.47,12657.55,4145.19
Fr,8/26/2022,99.48,8.696,0.1794,884.83,18.989,1747.06,32726.82,12720.58,4151.94
Th,8/25/2022,100.12,8.908,0.1809,878.45,19.0475,1758.61,32812.5,12668.16,4155.17
We,8/24/2022,99.07,8.971,0.1777,899.21,19.539,1761.77,32396.17,12348.76,4091.19
Tu,8/23/2022,96.57,8.796,0.1824,914.56,19.8008,1775.69,32798.4,12368.98,4118.63
Mo,8/22/2022,94.94,8.744,0.1827,927.59,20.1482,1779.71,32845.13,12390.69,4130.29
Fr,8/19/2022,93.78,8.083,0.1854,938.16,20.2727,1802.4,32529.63,12162.59,4072.43
Th,8/18/2022,92.74,8.308,0.186,936.44,20.824,1789.72,32197.59,12032.42,4023.61
We,8/17/2022,91.13,8.368,0.1849,965.33,20.3115,1792.38,31761.54,11562.57,3921.05
Tu,8/16/2022,93.43,8.304,0.1828,959.79,20.5886,1794.29,31990.04,11782.67,3966.84
Mo,8/15/2022,95.22,7.956,0.1798,944.58,20.5257,1788.96,31899.29,11834.11,3961.63
Fr,8/12/2022,100.21,7.663,0.1796,936.81,20.668,1775.5,32036.9,12059.61,3998.95
Th,8/11/2022,100.14,7.739,0.1794,944.05,19.8953,1791.28,31874.84,11897.65,3959.9
We,8/10/2022,97.92,7.64,0.1755,936.26,20.1785,1765.29,31827.05,11713.15,3936.69
Mo,8/8/2022,97.1,7.385,0.1777,931.23,20.063,1760.39,31072.61,11360.05,3830.85
Fr,8/5/2022,95.95,7.026,0.1769,902.28,19.978,1772.17,31288.26,11452.42,3863.16
Th,8/4/2022,98.15,8.043,0.176,898.34,20.3635,1765.94,30630.17,11251.19,3790.38
We,8/3/2022,100.96,8.783,0.1754,910.07,20.3584,1755.84,30772.79,11247.58,3801.78
Tu,8/2/2022,102.58,8.415,0.1772,899.36,20.0122,1734.19,30981.33,11264.73,3818.8
Mo,8/1/2022,104.99,7.954,0.174,891.22,19.0876,1717.32,31173.84,11372.6,3854.43
Fr,7/29/2022,105.8,7.475,0.1747,890.05,18.6261,1719.78,31338.15,11635.31,3899.38
Th,7/28/2022,105.64,7.244,0.1747,876.5,18.4389,1727.64,31384.55,11621.35,3902.62
We,7/27/2022,101.96,6.888,0.1789,883.03,18.5999,1718.81,31037.68,11361.85,3845.08
Tu,7/26/2022,103.76,7.267,0.1835,876.84,18.8587,1696.58,30967.82,11322.24,3831.39
Mo,7/25/2022,101.8,6.85,0.1867,877.07,18.6789,1711.67,31097.26,11127.84,3825.33
Fr,7/22/2022,102.24,6.669,0.1884,861.23,18.7609,1709.22,30775.43,11028.74,3785.38
Th,7/21/2022,103.86,6.534,0.1941,878.2,18.6985,1708.17,31029.31,11177.89,3818.83
We,7/20/2022,108.17,6.957,0.1925,867.45,18.7131,1709.94,30946.99,11181.54,3821.55
Tu,7/19/2022,107.86,6.937,0.1897,851.31,18.4248,1735.51,31438.26,11524.55,3900.11
Mo,7/18/2022,107.15,7.176,0.1914,846.43,19.2155,1726,31500.68,11607.62,3911.74
Fr,7/15/2022,103.76,7.82,0.1869,857.9,18.9375,1733.96,30677.36,11232.19,3795.73
Th,7/14/2022,100.97,7.3,0.1886,847.41,19.122,1742.48,30483.13,11053.08,3759.89
We,7/13/2022,104.23,6.997,0.1902,873.43,19.315,1740.16,30530.25,11069.3,3764.79
Tu,7/12/2022,106.97,6.68,0.1852,894.76,19.22,1738.86,29888.78,10798.35,3674.84
Fr,7/8/2022,108.14,6.643,0.1799,877.2,19.208,1764.76,29927.07,10646.1,3666.77
Th,7/7/2022,105.52,6.278,0.178,859.53,19.2145,1808.15,30668.53,11099.15,3789.99
We,7/6/2022,107.17,6.359,0.184833333,868.74,19.9861,1811.43,30364.83,10828.35,3735.48
Tu,7/5/2022,117.52,6.029,0.1807,890.49,19.8765,1807.27,30516.74,10809.23,3749.63
Mo,7/4/2022,114.96,6.032,0.1883,892.73,20.279,1817.73,31392.79,11340.02,3900.86
Fr,7/1/2022,112.2,5.712,0.1855,896.71,20.744,1820.01,32272.79,11754.23,4017.82
Th,6/30/2022,114.99,5.72,0.1853,919.18,20.84,1822.85,32910.9,12086.27,4115.77
We,6/29/2022,115.59,5.642,0.183,914.21,21.161,1826.88,33180.14,12175.23,4160.68
Tu,6/28/2022,116.3,5.605,0.1837,911.4,21.1645,1822.77,32915.78,12061.37,4121.43
Mo,6/27/2022,109.93,5.336,0.1838,911.08,20.954,1837.72,32899.7,12012.73,4108.54
Fr,6/24/2022,107.12,5.508,0.1845,910.28,21.4187,1832.98,33248.28,12316.9,4176.82
Th,6/23/2022,105.88,5.571,0.1866,930.44,21.687,1838.74,32813.23,11994.46,4101.23
We,6/22/2022,106.23,5.401,0.185466667,942.5,21.7475,1839.39,32990.12,12081.39,4132.15
Tu,6/21/2022,112.29,5.232,0.186,935.7,21.6735,1857.33,33212.96,12131.13,4158.24
Mo,6/20/2022,112.72,5.187,0.1858,933.97,21.9558,1833.82,32637.19,11740.65,4057.84
Fr,6/17/2022,119.3,4.9,0.1846,955.34,21.688,1808.49,32120.28,11434.74,3978.73
Th,6/16/2022,117.62,4.863,0.187,943.16,21.0485,1819.26,31928.62,11264.45,3941.48
We,6/15/2022,118.41,4.99,0.1871,924.98,21.0782,1871.6,31880.24,11535.27,3973.75
Tu,6/14/2022,121.97,4.748,0.1887,935.32,21.8895,1847.95,31261.9,11354.62,3901.36
Mo,6/13/2022,120.49,4.568,0.1929,977.5,21.6917,1853.36,31253.13,11388.5,3900.79
Fr,6/10/2022,123.25,4.658,0.1898,975.09,22.0521,1852.37,31490.07,11418.15,3923.68
Th,6/9/2022,121.87,4.725,0.1897,1009.21,22.235,1841.43,32654.59,11984.52,4088.85
We,6/8/2022,120.24,4.631,0.1956,1014.39,22.0725,1851.19,32223.42,11662.79,4008.01
Tu,6/7/2022,118.2,4.526,0.1929,1022.31,21.9255,1868.58,32196.66,11805,4023.89
Mo,6/6/2022,118.64,4.527,0.1935,1017.73,22.3068,1846.6,31730.3,11370.96,3930.08
Fr,6/3/2022,115.55,4.833,0.1944,1023.16,21.8323,1837.35,31834.11,11364.24,3935.18
Th,6/2/2022,113.88,5.016,0.194,998.05,21.55,1855.23,32160.74,11737.67,4001.05
We,6/1/2022,115.66,4.722,0.1961,968.87,21.974,1853.72,32245.7,11623.25,3991.24
Tu,5/31/2022,117.1,4.762,0.1961,960.92,22.1133,1850.63,32899.37,12144.66,4123.34
Mo,5/30/2022,113.49,4.573,0.1954,958.13,22.0142,1853.46,32997.97,12317.69,4146.87
Fr,5/27/2022,112.09,4.402,0.1968,952.45,21.989,1866.45,34061.06,12964.86,4300.17
Th,5/26/2022,109.38,4.47,0.1975,949.77,22.1167,1853.59,33128.79,12563.76,4175.48
We,5/25/2022,109.91,4.623,0.1977,956.85,21.7945,1846.5,33061.5,12536.02,4155.38
Tu,5/24/2022,108.63,4.498,0.1995,961.16,21.775,1841.85,32977.21,12334.64,4131.93
Mo,5/23/2022,109.27,4.431,0.1977,957.17,21.9275,1816.6,33916.39,12871.53,4287.5
Fr,5/20/2022,109,4.486,0.1983,965.08,21.423,1815.16,33301.93,12488.93,4183.96
Th,5/19/2022,104.89,4.717,0.2,938.18,21.6343,1824.14,33240.18,12490.74,4175.2
We,5/18/2022,110.41,4.306,0.1968,955.62,21.6205,1811.79,34049.46,13004.85,4296.12
Tu,5/17/2022,111.69,4.195,0.1917,949.09,21.1144,1821.82,33811.4,12839.29,4271.78
Fr,5/13/2022,106.27,3.941,0.1864,946.3,20.6791,1852.4,34792.76,13174.65,4393.66
Th,5/12/2022,102.71,3.959,0.1855,947.47,21.5727,1838.27,35160.79,13453.07,4459.45
We,5/11/2022,102.54,4.009,0.1854,995.56,21.2645,1854.17,34911.2,13619.66,4462.21
Tu,5/10/2022,100.98,4.248,0.1866,968.54,21.798,1883.81,34411.69,13332.36,4391.69
Mo,5/9/2022,107.92,4.232,0.1916,957.03,22.3596,1877.18,34451.23,13351.08,4392.59
Fr,5/6/2022,110.18,4.572,0.1878,962.24,22.51,1881.22,34564.59,13643.59,4446.59
Th,5/5/2022,106.76,4.888,0.1862,986,22.9803,1868.12,34220.36,13371.57,4397.45
We,5/4/2022,104.82,5.501,0.1862,994.68,22.5715,1863.02,34308.08,13411.96,4412.53
Fr,4/29/2022,106.04,4.751,0.1885,966.49,22.6405,1896.93,34721.12,13711,4488.28
Th,4/28/2022,102.04,4.874,0.1935,938.65,22.7768,1894.45,34583.57,13897.3,4500.21
We,4/27/2022,102.53,4.639,0.1942,939.32,23.1545,1886.1,34496.51,13888.82,4481.15
Tu,4/26/2022,98.65,6.265,0.1902,921.5,23.3025,1905.51,34641.18,14204.17,4525.12
Mo,4/25/2022,98.59,4.277,0.1899,920.24,23.483,1897.83,34921.88,14532.55,4582.64
Fr,4/22/2022,103.88,4.053,0.1895,924.18,23.6215,1931.6,34818.27,14261.5,4545.86
Th,4/21/2022,104.78,4.027,0.1924,924.15,24.1425,1951.62,34678.35,14220.52,4530.41
We,4/20/2022,104.18,3.999,0.1987,931.38,24.6615,1957.77,35228.81,14442.27,4602.45
Tu,4/19/2022,106.63,3.802,0.1962,970.64,25.2045,1950.09,35294.19,14619.64,4631.6
Mo,4/18/2022,107.43,4.031,0.1974,990.14,25.181,1978.91,34955.89,14354.9,4575.52
Th,4/14/2022,104.83,4.283,0.2026,993.29,25.865,1978.24,34861.24,14169.3,4543.06
We,4/13/2022,101.91,4.262,0.2006,1015.47,25.5475,1973.71,34707.94,14191.84,4520.16
Tu,4/12/2022,98.48,4.27,0.201,992.89,25.67,1977.8,34358.5,13922.6,4456.24
